scenario,steps,runs,max_steps,wall_ms_total,wall_ms_per_run_mean,wall_ms_per_run_std,steps_per_sec_mean,step_us_p50,step_us_p99,notes
arm_pick,5000,5,1000,20559.219699999998,4111.84394,5.28466899985223,243.20021298367487,4061.6000000000004,4919.299999999999,hostname=PC1;commit=local;unix_ts=1779763372;profile=release-like;warmup_runs=3
