scenario,steps,runs,max_steps,wall_ms_total,wall_ms_per_run_mean,wall_ms_per_run_std,steps_per_sec_mean,step_us_p50,step_us_p99,notes,num_envs,p95_us,dropped_frames,throughput_x
mpc_arm_pick,1500,3,500,13543.6228,4514.540933333333,754.0429271155213,113.051166615287,8467.199999999999,19401.7,hostname=PC1;commit=local;unix_ts=1779798088;profile=release-like;warmup_runs=1;kind=mpc;scenario=arm_pick,0,15893.999999999998,0,0.0
