scenario,steps,runs,max_steps,wall_ms_total,wall_ms_per_run_mean,wall_ms_per_run_std,steps_per_sec_mean,step_us_p50,step_us_p99,notes,num_envs,p95_us,dropped_frames,throughput_x
vec_parallel,50000,10,5000,8.7683,0.87683,0.49996451440743933,6846044.191397265,0.09999999999999999,0.19999999999999998,hostname=PC1;commit=local;unix_ts=1779798052;profile=release-like;warmup_runs=5;kind=vec;parallel=true;seq_wall_ms_mean=0.380,1,0.09999999999999999,0,0.519527030731953
vec_parallel,50000,10,5000,665.3140999999999,66.53141,14.885737824467345,158628.24242917154,15.299999999999999,25.5,hostname=PC1;commit=local;unix_ts=1779798053;profile=release-like;warmup_runs=5;kind=vec;parallel=true;seq_wall_ms_mean=0.639,2,21.7,0,0.009583267206103271
vec_parallel,50000,10,5000,348.3984,34.839839999999995,8.324642148358224,596900.6944207221,4.199999999999999,34.5,hostname=PC1;commit=local;unix_ts=1779798054;profile=release-like;warmup_runs=5;kind=vec;parallel=true;seq_wall_ms_mean=0.917,4,19.2,0,0.02734037643562905
vec_parallel,50000,10,5000,631.6665,63.166650000000004,5.690553426366662,637782.1342835289,7.4,52.7,hostname=PC1;commit=local;unix_ts=1779798055;profile=release-like;warmup_runs=5;kind=vec;parallel=true;seq_wall_ms_mean=1.585,8,23.8,0,0.025258876691669683
