scenario,steps,runs,max_steps,wall_ms_total,wall_ms_per_run_mean,wall_ms_per_run_std,steps_per_sec_mean,step_us_p50,step_us_p99,notes,num_envs,p95_us,dropped_frames,throughput_x
protocol_binary_vs_json,50000,5,1000,16.548699999999997,3.3097399999999992,0.16960410667197887,13374913.643762305,0.0,0.09999999999999999,hostname=PC1;commit=local;unix_ts=1779798072;profile=release-like;warmup_runs=3;kind=protocol;obs_dim=16;binary_sps=13374914;json_sps=3916576,1,0.09999999999999999,0,3.414950983577251
protocol_binary_vs_json,50000,5,1000,25.362700000000004,5.072540000000001,0.10065057376885675,14547290.878995474,0.0,0.09999999999999999,hostname=PC1;commit=local;unix_ts=1779798072;profile=release-like;warmup_runs=3;kind=protocol;obs_dim=16;binary_sps=14547291;json_sps=2281721,2,0.09999999999999999,0,6.375578231489026
protocol_binary_vs_json,50000,5,1000,46.330200000000005,9.26604,0.29635259911126166,14251678.29961681,0.0,0.09999999999999999,hostname=PC1;commit=local;unix_ts=1779798072;profile=release-like;warmup_runs=3;kind=protocol;obs_dim=16;binary_sps=14251678;json_sps=1168904,4,0.09999999999999999,0,12.192342349616368
protocol_binary_vs_json,50000,5,1000,88.3656,17.67312,1.2560976283712988,13491429.659539327,0.0,0.09999999999999999,hostname=PC1;commit=local;unix_ts=1779798072;profile=release-like;warmup_runs=3;kind=protocol;obs_dim=16;binary_sps=13491430;json_sps=593445,8,0.09999999999999999,0,22.73410031990359
