scenario,steps,runs,max_steps,wall_ms_total,wall_ms_per_run_mean,wall_ms_per_run_std,steps_per_sec_mean,step_us_p50,step_us_p99,notes
cartpole,5000,5,1000,430.36429999999996,86.07285999999999,0.7643106652402557,11618.794291813327,85.4,142.5,hostname=PC1;commit=local;unix_ts=1779763335;profile=release-like;warmup_runs=3
